state,year,itc,rnd,G_rnd,G_itc,delta_rnd,has_rnd,delta_itc,has_itc,G_both,has_both
MI,2007,.00092000002,0,2008,2000,0,0,0,1,2000,1
MI,2008,.00034,.00082999998,2008,2000,.00082999998,1,-.00057999999,1,2000,1
MI,2009,.00033000001,.00102,2008,2000,.00018999999,1,-9.9999888e-06,1,2000,1
MI,2010,.00036000001,.00102,2008,2000,0,1,.000029999996,1,2000,1
MN,1990,0,.00066999998,1990,0,0,1,0,0,1990,1
MN,1991,0,.00066999998,1990,0,0,1,0,0,1990,1
MN,1992,0,.00066999998,1990,0,0,1,0,0,1990,1
MN,1993,0,.00066999998,1990,0,0,1,0,0,1990,1
MN,1994,0,.00066999998,1990,0,0,1,0,0,1990,1
MN,1995,0,.00066999998,1990,0,0,1,0,0,1990,1
MN,1996,0,.00066999998,1990,0,0,1,0,0,1990,1
MN,1997,0,.00066999998,1990,0,0,1,0,0,1990,1
MN,1998,0,.00066999998,1990,0,0,1,0,0,1990,1
MN,1999,0,.00066999998,1990,0,0,1,0,0,1990,1
MN,2000,0,.00066999998,1990,0,0,1,0,0,1990,1
MN,2001,0,.00066999998,1990,0,0,1,0,0,1990,1
MN,2002,0,.00066999998,1990,0,0,1,0,0,1990,1
MN,2003,0,.00066999998,1990,0,0,1,0,0,1990,1
MN,2004,0,.00066999998,1990,0,0,1,0,0,1990,1
MN,2005,0,.00066999998,1990,0,0,1,0,0,1990,1
MN,2006,0,.00066999998,1990,0,0,1,0,0,1990,1
MN,2007,0,.00066999998,1990,0,0,1,0,0,1990,1
MN,2008,0,.00066999998,1990,0,0,1,0,0,1990,1
MN,2009,0,.00066999998,1990,0,0,1,0,0,1990,1
MN,2010,0,0,1990,0,-.00066999998,0,0,0,1990,0
MO,1990,0,0,2001,0,0,0,0,0,2001,0
MO,1991,0,0,2001,0,0,0,0,0,2001,0
MO,1992,0,0,2001,0,0,0,0,0,2001,0
MO,1993,0,0,2001,0,0,0,0,0,2001,0
MO,1994,0,0,2001,0,0,0,0,0,2001,0
MO,1995,0,0,2001,0,0,0,0,0,2001,0
MO,1996,0,0,2001,0,0,0,0,0,2001,0
MO,1997,0,0,2001,0,0,0,0,0,2001,0
MO,1998,0,0,2001,0,0,0,0,0,2001,0
MO,1999,0,0,2001,0,0,0,0,0,2001,0
MO,2000,0,0,2001,0,0,0,0,0,2001,0
MO,2001,0,.00025000001,2001,0,.00025000001,1,0,0,2001,1
MO,2002,0,.00025000001,2001,0,0,1,0,0,2001,1
MO,2003,0,.00025000001,2001,0,0,1,0,0,2001,1
MO,2004,0,.00025000001,2001,0,0,1,0,0,2001,1
MO,2005,0,0,2001,0,-.00025000001,0,0,0,2001,0
MO,2006,0,0,2001,0,0,0,0,0,2001,0
MO,2007,0,0,2001,0,0,0,0,0,2001,0
MO,2008,0,0,2001,0,0,0,0,0,2001,0
MO,2009,0,0,2001,0,0,0,0,0,2001,0
MO,2010,0,0,2001,0,0,0,0,0,2001,0
NC,1990,0,0,1996,1996,0,0,0,0,1996,0
NC,1991,0,0,1996,1996,0,0,0,0,1996,0
NC,1992,0,0,1996,1996,0,0,0,0,1996,0
NC,1993,0,0,1996,1996,0,0,0,0,1996,0
NC,1994,0,0,1996,1996,0,0,0,0,1996,0
NC,1995,0,0,1996,1996,0,0,0,0,1996,0
NC,1996,.0025500001,.00109,1996,1996,.00109,1,.0025500001,1,1996,1
NC,1997,.0024900001,.00106,1996,1996,-.000029999996,1,-.000059999991,1,1996,1
NC,1998,.00248,.00106,1996,1996,0,1,-.000010000076,1,1996,1
NC,1999,.00241,.00103,1996,1996,-.000029999996,1,-.000070000067,1,1996,1
NC,2000,.00241,.00102,1996,1996,-.000010000076,1,0,1,1996,1
NC,2001,.00242,.00102,1996,1996,0,1,.000010000076,1,1996,1
NC,2002,.00171,.00116,1996,1996,.00014000002,1,-.00071000005,1,1996,1
NC,2003,.00171,.00116,1996,1996,0,1,0,1,1996,1
NC,2004,.00171,.00119,1996,1996,.000029999996,1,0,1,1996,1
NC,2005,.0017,.00118,1996,1996,-9.9999597e-06,1,-9.9999597e-06,1,1996,1
NC,2006,.0017,.00053000002,1996,1996,-.00065,1,0,1,1996,1
NC,2007,.00147,.00066999998,1996,1996,.00013999996,1,-.00023000001,1,1996,1
NC,2008,.0015,.00066999998,1996,1996,0,1,.000029999996,1,1996,1
NC,2009,.00148,.00066999998,1996,1996,0,1,-.000020000036,1,1996,1
NC,2010,.00147,.00066999998,1996,1996,0,1,-9.9999597e-06,1,1996,1
NE,1990,.01067,0,2006,1990,0,0,0,1,1990,1
NE,1991,.01097,0,2006,1990,0,0,.00030000042,1,1990,1
NE,1992,.01074,0,2006,1990,0,0,-.00023000035,1,1990,1
NE,1993,.01075,0,2006,1990,0,0,.000010000542,1,1990,1
NE,1994,.01075,0,2006,1990,0,0,0,1,1990,1
NE,1995,.01076,0,2006,1990,0,0,9.9996105e-06,1,1990,1
NE,1996,.01081,0,2006,1990,0,0,.000049999915,1,1990,1
NE,1997,.0107,0,2006,1990,0,0,-.00010999944,1,1990,1
NE,1998,.01068,0,2006,1990,0,0,-.000020000152,1,1990,1
NE,1999,.01069,0,2006,1990,0,0,9.9996105e-06,1,1990,1
NE,2000,.0097099999,0,2006,1990,0,0,-.00098000001,1,1990,1
NE,2001,.01096,0,2006,1990,0,0,.0012499997,1,1990,1
NE,2002,.01091,0,2006,1990,0,0,-.000049999915,1,1990,1
NE,2003,.01106,0,2006,1990,0,0,.00015000068,1,1990,1
NE,2004,.01104,0,2006,1990,0,0,-.000020000152,1,1990,1
NE,2005,.01106,0,2006,1990,0,0,.000020000152,1,1990,1
NE,2006,.0111,.00039999999,2006,1990,.00039999999,1,.000039999373,1,1990,1
NE,2007,.01113,.00039999999,2006,1990,0,1,.000030000694,1,1990,1
NE,2008,.0099600004,.00039999999,2006,1990,0,1,-.0011700001,1,1990,1
NE,2009,.0098700002,.00039999999,2006,1990,0,1,-.00009000022,1,1990,1
NE,2010,.0098299999,.00039999999,2006,1990,0,1,-.000040000305,1,1990,1
NJ,1990,0,0,1994,1994,0,0,0,0,1994,0
NJ,1991,0,0,1994,1994,0,0,0,0,1994,0
NJ,1992,0,0,1994,1994,0,0,0,0,1994,0
NJ,1993,0,0,1994,1994,0,0,0,0,1994,0
NJ,1994,.00125,.0026700001,1994,1994,.0026700001,1,.00125,1,1994,1
NJ,1995,.00124,.0026700001,1994,1994,0,1,-9.9999597e-06,1,1994,1
NJ,1996,.00122,.0026700001,1994,1994,0,1,-.000020000036,1,1994,1
NJ,1997,.00121,.0026700001,1994,1994,0,1,-9.9999597e-06,1,1994,1
NJ,1998,.0012000001,.0026700001,1994,1994,0,1,-9.9999597e-06,1,1994,1
NJ,1999,.00118,.0026700001,1994,1994,0,1,-.000020000036,1,1994,1
NJ,2000,.0011699999,.0026700001,1994,1994,0,1,-.000010000076,1,1994,1
NJ,2001,.0011699999,.0026700001,1994,1994,0,1,0,1,1994,1
NJ,2002,.0011699999,.0026799999,1994,1994,9.9998433e-06,1,0,1,1994,1
NJ,2003,.00116,.0026799999,1994,1994,0,1,-9.9999597e-06,1,1994,1
NJ,2004,.0011399999,.0026799999,1994,1994,0,1,-.000020000036,1,1994,1
NJ,2005,.00113,.0026799999,1994,1994,0,1,-9.9999597e-06,1,1994,1
NJ,2006,.00112,.0026799999,1994,1994,0,1,-9.9999597e-06,1,1994,1
NJ,2007,.00111,.0026799999,1994,1994,0,1,-.000010000076,1,1994,1
NJ,2008,.00111,.0026799999,1994,1994,0,1,0,1,1994,1
NJ,2009,.0011,.0026799999,1994,1994,0,1,-9.9999597e-06,1,1994,1
NJ,2010,.00108,.0026799999,1994,1994,0,1,-.000020000036,1,1994,1
NM,1990,0,0,2000,2001,0,0,0,0,2000,0
NM,1991,0,0,2000,2001,0,0,0,0,2000,0
NM,1992,0,0,2000,2001,0,0,0,0,2000,0
NM,1993,0,0,2000,2001,0,0,0,0,2000,0
NM,1994,0,0,2000,2001,0,0,0,0,2000,0
NM,1995,0,0,2000,2001,0,0,0,0,2000,0
NM,1996,0,0,2000,2001,0,0,0,0,2000,0
NM,1997,0,0,2000,2001,0,0,0,0,2000,0
NM,1998,0,0,2000,2001,0,0,0,0,2000,0
NM,1999,0,0,2000,2001,0,0,0,0,2000,0
NM,2000,0,.0022700001,2000,2001,.0022700001,1,0,0,2000,1
NM,2001,.00153,.0022400001,2000,2001,-.000029999996,1,.00153,1,2000,1
NM,2002,.00153,.0022400001,2000,2001,0,1,0,1,2000,1
NM,2003,.00152,.0022400001,2000,2001,0,1,-9.9999597e-06,1,2000,1
NM,2004,.00152,.0022400001,2000,2001,0,1,0,1,2000,1
NM,2005,.00152,.0022400001,2000,2001,0,1,0,1,2000,1
NM,2006,.00152,.0022400001,2000,2001,0,1,0,1,2000,1
NM,2007,.00152,.0022400001,2000,2001,0,1,0,1,2000,1
NM,2008,.00154,.0022400001,2000,2001,0,1,.000019999919,1,2000,1
NM,2009,.00153,.0022400001,2000,2001,0,1,-9.9999597e-06,1,2000,1
NM,2010,.00156,.0022400001,2000,2001,0,1,.000029999996,1,2000,1
NV,1990,0,0,0,0,0,0,0,0,0,0
NV,1991,0,0,0,0,0,0,0,0,0,0
NV,1992,0,0,0,0,0,0,0,0,0,0
NV,1993,0,0,0,0,0,0,0,0,0,0
NV,1994,0,0,0,0,0,0,0,0,0,0
NV,1995,0,0,0,0,0,0,0,0,0,0
NV,1996,0,0,0,0,0,0,0,0,0,0
NV,1997,0,0,0,0,0,0,0,0,0,0
NV,1998,0,0,0,0,0,0,0,0,0,0
NV,1999,0,0,0,0,0,0,0,0,0,0
NV,2000,0,0,0,0,0,0,0,0,0,0
NV,2001,0,0,0,0,0,0,0,0,0,0
NV,2002,0,0,0,0,0,0,0,0,0,0
NV,2003,0,0,0,0,0,0,0,0,0,0
NV,2004,0,0,0,0,0,0,0,0,0,0
NV,2005,0,0,0,0,0,0,0,0,0,0
NV,2006,0,0,0,0,0,0,0,0,0,0
NV,2007,0,0,0,0,0,0,0,0,0,0
NV,2008,0,0,0,0,0,0,0,0,0,0
NV,2009,0,0,0,0,0,0,0,0,0,0
NV,2010,0,0,0,0,0,0,0,0,0,0
NY,1990,.0047599999,0,2010,1990,0,0,0,1,1990,1
NY,1991,.00477,0,2010,1990,0,0,.000010000076,1,1990,1
NY,1992,.00477,0,2010,1990,0,0,0,1,1990,1
NY,1993,.0047800001,0,2010,1990,0,0,.000010000076,1,1990,1
NY,1994,.00477,0,2010,1990,0,0,-.000010000076,1,1990,1
NY,1995,.0049200002,0,2010,1990,0,0,.00015000021,1,1990,1
NY,1996,.0048500001,0,2010,1990,0,0,-.000070000067,1,1990,1
NY,1997,.0048500001,0,2010,1990,0,0,0,1,1990,1
NY,1998,.0048799999,0,2010,1990,0,0,.000029999763,1,1990,1
NY,1999,.0049200002,0,2010,1990,0,0,.000040000305,1,1990,1
NY,2000,.0048199999,0,2010,1990,0,0,-.0001000003,1,1990,1
NY,2001,.019619999,0,2010,1990,0,0,.014799999,1,1990,1
NY,2002,.019470001,0,2010,1990,0,0,-.00014999881,1,1990,1
NY,2003,.01939,0,2010,1990,0,0,-.000080000609,1,1990,1
NY,2004,.019330001,0,2010,1990,0,0,-.000059999526,1,1990,1
NY,2005,.019400001,0,2010,1990,0,0,.000070000067,1,1990,1
NY,2006,.019509999,0,2010,1990,0,0,.00010999851,1,1990,1
NY,2007,.019619999,0,2010,1990,0,0,.00011000037,1,1990,1
NY,2008,.019950001,0,2010,1990,0,0,.00033000112,1,1990,1
NY,2009,.01963,0,2010,1990,0,0,-.00032000057,1,1990,1
NY,2010,.00624,.00053999998,2010,1990,.00053999998,1,-.01339,1,1990,1
OH,1990,0,0,2004,1995,0,0,0,0,1995,0
OH,1991,0,0,2004,1995,0,0,0,0,1995,0
OH,1992,0,0,2004,1995,0,0,0,0,1995,0
OH,1993,0,0,2004,1995,0,0,0,0,1995,0
OH,1994,0,0,2004,1995,0,0,0,0,1995,0
OH,1995,.00145,0,2004,1995,0,0,.00145,1,1995,1
OH,1996,.0014600001,0,2004,1995,0,0,.000010000076,1,1995,1
OH,1997,.0014600001,0,2004,1995,0,0,0,1,1995,1
OH,1998,.00145,0,2004,1995,0,0,-.000010000076,1,1995,1
OH,1999,.00144,0,2004,1995,0,0,-9.9999597e-06,1,1995,1
OH,2000,.00145,0,2004,1995,0,0,9.9999597e-06,1,1995,1
OH,2001,.00145,0,2004,1995,0,0,0,1,1995,1
OH,2002,.00144,0,2004,1995,0,0,-9.9999597e-06,1,1995,1
OH,2003,.0014299999,0,2004,1995,0,0,-.000010000076,1,1995,1
OH,2004,.0014299999,.00088000001,2004,1995,.00088000001,1,0,1,1995,1
OH,2005,.00144,.00088000001,2004,1995,0,1,.000010000076,1,1995,1
OH,2006,0,.00070999999,2004,1995,-.00017000001,1,-.00144,0,1995,1
OH,2007,0,.00053000002,2004,1995,-.00017999997,1,0,0,1995,1
OH,2008,0,.00034999999,2004,1995,-.00018000003,1,0,0,1995,1
OH,2009,0,.00023999999,2004,1995,-.00010999999,1,0,0,1995,1
OH,2010,0,.00023999999,2004,1995,0,1,0,0,1995,1
OR,1990,0,.00135,1990,0,0,1,0,0,1990,1
OR,1991,0,.00135,1990,0,0,1,0,0,1990,1
OR,1992,0,.00135,1990,0,0,1,0,0,1990,1
OR,1993,0,.00135,1990,0,0,1,0,0,1990,1
OR,1994,0,.00135,1990,0,0,1,0,0,1990,1
OR,1995,0,.00135,1990,0,0,1,0,0,1990,1
OR,1996,0,.00135,1990,0,0,1,0,0,1990,1
OR,1997,0,.00135,1990,0,0,1,0,0,1990,1
OR,1998,0,.00135,1990,0,0,1,0,0,1990,1
OR,1999,0,.00135,1990,0,0,1,0,0,1990,1
OR,2000,0,.00135,1990,0,0,1,0,0,1990,1
OR,2001,0,.00135,1990,0,0,1,0,0,1990,1
OR,2002,0,.00135,1990,0,0,1,0,0,1990,1
OR,2003,0,.00135,1990,0,0,1,0,0,1990,1
OR,2004,0,.00135,1990,0,0,1,0,0,1990,1
OR,2005,0,.00135,1990,0,0,1,0,0,1990,1
OR,2006,0,.00135,1990,0,0,1,0,0,1990,1
OR,2007,0,.00135,1990,0,0,1,0,0,1990,1
OR,2008,0,.00135,1990,0,0,1,0,0,1990,1
OR,2009,0,.00135,1990,0,0,1,0,0,1990,1
OR,2010,0,.00135,1990,0,0,1,0,0,1990,1
PA,1990,0,0,1997,0,0,0,0,0,1997,0
PA,1991,0,0,1997,0,0,0,0,0,1997,0
PA,1992,0,0,1997,0,0,0,0,0,1997,0
PA,1993,0,0,1997,0,0,0,0,0,1997,0
PA,1994,0,0,1997,0,0,0,0,0,1997,0
PA,1995,0,0,1997,0,0,0,0,0,1997,0
PA,1996,0,0,1997,0,0,0,0,0,1997,0
PA,1997,0,.00078,1997,0,.00078,1,0,0,1997,1
PA,1998,0,.00078,1997,0,0,1,0,0,1997,1
PA,1999,0,.00078,1997,0,0,1,0,0,1997,1
PA,2000,0,.00078,1997,0,0,1,0,0,1997,1
PA,2001,0,.00078,1997,0,0,1,0,0,1997,1
PA,2002,0,.00078,1997,0,0,1,0,0,1997,1
PA,2003,0,.00078,1997,0,0,1,0,0,1997,1
PA,2004,0,.00078,1997,0,0,1,0,0,1997,1
PA,2005,0,.00078,1997,0,0,1,0,0,1997,1
PA,2006,0,.00078,1997,0,0,1,0,0,1997,1
PA,2007,0,.00078,1997,0,0,1,0,0,1997,1
PA,2008,0,.00078,1997,0,0,1,0,0,1997,1
PA,2009,0,.00078,1997,0,0,1,0,0,1997,1
PA,2010,0,.00078,1997,0,0,1,0,0,1997,1
SC,1990,0,0,2002,1995,0,0,0,0,1995,0
SC,1991,0,0,2002,1995,0,0,0,0,1995,0
SC,1992,0,0,2002,1995,0,0,0,0,1995,0
SC,1993,0,0,2002,1995,0,0,0,0,1995,0
SC,1994,0,0,2002,1995,0,0,0,0,1995,0
SC,1995,.0087299999,0,2002,1995,0,0,.0087299999,1,1995,1
SC,1996,.0087299999,0,2002,1995,0,0,0,1,1995,1
SC,1997,.0087299999,0,2002,1995,0,0,0,1,1995,1
SC,1998,.0087299999,0,2002,1995,0,0,0,1,1995,1
SC,1999,.0087299999,0,2002,1995,0,0,0,1,1995,1
SC,2000,.0087299999,0,2002,1995,0,0,0,1,1995,1
SC,2001,.0087299999,0,2002,1995,0,0,0,1,1995,1
SC,2002,.0087299999,.0015,2002,1995,.0015,1,0,1,1995,1
SC,2003,.0087299999,.0014900001,2002,1995,-9.9999597e-06,1,0,1,1995,1
SC,2004,.0087299999,.0014900001,2002,1995,0,1,0,1,1995,1
SC,2005,.0087299999,.00151,2002,1995,.000019999919,1,0,1,1995,1
SC,2006,.0087299999,.0015,2002,1995,-9.9999597e-06,1,0,1,1995,1
SC,2007,.0087299999,.00147,2002,1995,-.000029999996,1,0,1,1995,1
SC,2008,.0087400004,.00144,2002,1995,-.000029999996,1,.000010000542,1,1995,1
SC,2009,.0087299999,.0014299999,2002,1995,-.000010000076,1,-.000010000542,1,1995,1
SC,2010,.0093799997,.00126,2002,1995,-.0001699999,1,.00064999983,1,1995,1
TN,1990,0,0,0,1995,0,0,0,0,1995,0
TN,1991,0,0,0,1995,0,0,0,0,1995,0
TN,1992,0,0,0,1995,0,0,0,0,1995,0
TN,1993,0,0,0,1995,0,0,0,0,1995,0
TN,1994,0,0,0,1995,0,0,0,0,1995,0
TN,1995,.00031999999,0,0,1995,0,0,.00031999999,1,1995,1
TN,1996,.00031999999,0,0,1995,0,0,0,1,1995,1
TN,1997,.00031999999,0,0,1995,0,0,0,1,1995,1
TN,1998,.00031999999,0,0,1995,0,0,0,1,1995,1
TN,1999,.00031,0,0,1995,0,0,-9.9999888e-06,1,1995,1
TN,2000,.00031,0,0,1995,0,0,0,1,1995,1
TN,2001,.00031,0,0,1995,0,0,0,1,1995,1
TN,2002,.00031999999,0,0,1995,0,0,9.9999888e-06,1,1995,1
TN,2003,.00031999999,0,0,1995,0,0,0,1,1995,1
TN,2004,.00031,0,0,1995,0,0,-9.9999888e-06,1,1995,1
TN,2005,.00031999999,0,0,1995,0,0,9.9999888e-06,1,1995,1
TN,2006,.00031999999,0,0,1995,0,0,0,1,1995,1
TN,2007,.00031999999,0,0,1995,0,0,0,1,1995,1
TN,2008,.00031999999,0,0,1995,0,0,0,1,1995,1
TN,2009,.00031999999,0,0,1995,0,0,0,1,1995,1
TN,2010,.00031999999,0,0,1995,0,0,0,1,1995,1
TX,1990,0,0,2000,0,0,0,0,0,2000,0
TX,1991,0,0,2000,0,0,0,0,0,2000,0
TX,1992,0,0,2000,0,0,0,0,0,2000,0
TX,1993,0,0,2000,0,0,0,0,0,2000,0
TX,1994,0,0,2000,0,0,0,0,0,2000,0
TX,1995,0,0,2000,0,0,0,0,0,2000,0
TX,1996,0,0,2000,0,0,0,0,0,2000,0
TX,1997,0,0,2000,0,0,0,0,0,2000,0
TX,1998,0,0,2000,0,0,0,0,0,2000,0
TX,1999,0,0,2000,0,0,0,0,0,2000,0
TX,2000,0,.00073000003,2000,0,.00073000003,1,0,0,2000,1
TX,2001,0,.00073000003,2000,0,0,1,0,0,2000,1
TX,2002,0,.0011699999,2000,0,.00043999992,1,0,0,2000,1
TX,2003,0,.0011699999,2000,0,0,1,0,0,2000,1
TX,2004,0,.0011699999,2000,0,0,1,0,0,2000,1
TX,2005,0,.0011699999,2000,0,0,1,0,0,2000,1
TX,2006,0,.0011699999,2000,0,0,1,0,0,2000,1
TX,2007,0,.00112,2000,0,-.000049999915,1,0,0,2000,1
TX,2008,0,0,2000,0,-.00112,0,0,0,2000,0
TX,2009,0,0,2000,0,0,0,0,0,2000,0
TX,2010,0,0,2000,0,0,0,0,0,2000,0
VA,1990,0,0,0,0,0,0,0,0,0,0
VA,1991,0,0,0,0,0,0,0,0,0,0
VA,1992,0,0,0,0,0,0,0,0,0,0
VA,1993,0,0,0,0,0,0,0,0,0,0
VA,1994,0,0,0,0,0,0,0,0,0,0
VA,1995,0,0,0,0,0,0,0,0,0,0
VA,1996,0,0,0,0,0,0,0,0,0,0
VA,1997,0,0,0,0,0,0,0,0,0,0
VA,1998,0,0,0,0,0,0,0,0,0,0
VA,1999,0,0,0,0,0,0,0,0,0,0
VA,2000,0,0,0,0,0,0,0,0,0,0
VA,2001,0,0,0,0,0,0,0,0,0,0
VA,2002,0,0,0,0,0,0,0,0,0,0
VA,2003,0,0,0,0,0,0,0,0,0,0
VA,2004,0,0,0,0,0,0,0,0,0,0
VA,2005,0,0,0,0,0,0,0,0,0,0
VA,2006,0,0,0,0,0,0,0,0,0,0
VA,2007,0,0,0,0,0,0,0,0,0,0
VA,2008,0,0,0,0,0,0,0,0,0,0
VA,2009,0,0,0,0,0,0,0,0,0,0
VA,2010,0,0,0,0,0,0,0,0,0,0
WA,1990,0,0,1994,0,0,0,0,0,1994,0
WA,1991,0,0,1994,0,0,0,0,0,1994,0
WA,1992,0,0,1994,0,0,0,0,0,1994,0
WA,1993,0,0,1994,0,0,0,0,0,1994,0
WA,1994,0,.00053000002,1994,0,.00053000002,1,0,0,1994,1
WA,1995,0,.00046000001,1994,0,-.000070000009,1,0,0,1994,1
WA,1996,0,.00046000001,1994,0,0,1,0,0,1994,1
WA,1997,0,.00038000001,1994,0,-.000079999998,1,0,0,1994,1
WA,1998,0,.00038000001,1994,0,0,1,0,0,1994,1
WA,1999,0,.00038000001,1994,0,0,1,0,0,1994,1
WA,2000,0,.00038000001,1994,0,0,1,0,0,1994,1
WA,2001,0,.00038000001,1994,0,0,1,0,0,1994,1
WA,2002,0,.00038000001,1994,0,0,1,0,0,1994,1
WA,2003,0,.00038000001,1994,0,0,1,0,0,1994,1
WA,2004,0,.00038000001,1994,0,0,1,0,0,1994,1
WA,2005,0,.00038000001,1994,0,0,1,0,0,1994,1
WA,2006,0,.00038000001,1994,0,0,1,0,0,1994,1
WA,2007,0,.00042,1994,0,.000039999984,1,0,0,1994,1
WA,2008,0,.00044999999,1994,0,.000029999996,1,0,0,1994,1
WA,2009,0,.00047,1994,0,.000020000007,1,0,0,1994,1
WA,2010,0,.00049000001,1994,0,.000020000007,1,0,0,1994,1
WI,1990,0,.00135,1990,2009,0,1,0,0,1990,1
WI,1991,0,.00135,1990,2009,0,1,0,0,1990,1
WI,1992,0,.00135,1990,2009,0,1,0,0,1990,1
WI,1993,0,.00135,1990,2009,0,1,0,0,1990,1
WI,1994,0,.00135,1990,2009,0,1,0,0,1990,1
WI,1995,0,.00135,1990,2009,0,1,0,0,1990,1
WI,1996,0,.00135,1990,2009,0,1,0,0,1990,1
WI,1997,0,.00135,1990,2009,0,1,0,0,1990,1
WI,1998,0,.00135,1990,2009,0,1,0,0,1990,1
WI,1999,0,.00135,1990,2009,0,1,0,0,1990,1
WI,2000,0,.00135,1990,2009,0,1,0,0,1990,1
WI,2001,0,.00135,1990,2009,0,1,0,0,1990,1
WI,2002,0,.00135,1990,2009,0,1,0,0,1990,1
WI,2003,0,.00135,1990,2009,0,1,0,0,1990,1
WI,2004,0,.00135,1990,2009,0,1,0,0,1990,1
WI,2005,0,.00135,1990,2009,0,1,0,0,1990,1
WI,2006,0,.00135,1990,2009,0,1,0,0,1990,1
WI,2007,0,.00135,1990,2009,0,1,0,0,1990,1
WI,2008,0,.00135,1990,2009,0,1,0,0,1990,1
WI,2009,.0040799999,.00135,1990,2009,0,1,.0040799999,1,1990,1
WI,2010,.0041100001,.00135,1990,2009,0,1,.000030000228,1,1990,1
